Research ID,Batch ID,Medical Marijuana Center,Medical Marijuana Cultivation License,MM Manufacturer's,Manufacturer's License,Retail Marijuana Cultivation License,Retail Store,Retail Products Manufacturing
CO424171,2015-03-21-Drying Room-H,402-00242,403-00365,,,,,
CO424171,2015-05-08-Drying Room-H,402-00242,403-00365,,,,,
CO424171,2016-01-11-Drying Room-H,402-00242,403-00365,,,,,
CO424171,707-082615-8,402-00242,403-00365,,,,,
CO424171,707HB-062815-5,402-00242,403-00365,,,,,
CO424171,707HB-071315-10,402-00242,403-00365,,,,,
CO424171,707HB-071315-10,402-00242,403-00365,,,,,
CO424171,707HB-102315-6,402-00242,403-00365,,,,,
CO424171,707HB-111815-1,402-00242,403-00365,,,,,
CO424171,707HB-112915-1,402-00242,403-00365,,,,,
CO424171,707HB-120815-1,402-00242,403-00365,,,,,
CO424171,AK48-071115-2,402-00242,403-00365,,,,,
CO424171,AK48s2-092115-10,402-00242,403-00365,,,,,
CO424171,AMSD-081415-1,402-00242,403-00365,,,,,
CO424171,AmSourD-060515-4,402-00242,403-00365,,,,,
CO424171,BanK-100415-1,402-00242,403-00365,,,,,
CO424171,Bay11-060915-2,402-00242,403-00365,,,,,
CO424171,BdTah-111815-2LiveResin,402-00242,403-00365,,,,,
CO424171,BdTah-112715-2 HASHED,402-00242,403-00365,,,,,
CO424171,BdTh-013016-5,402-00242,403-00365,,,,,
CO424171,Bianca-091215-4,402-00242,403-00365,,,,,
CO424171,BiancaS1-060515-1,402-00242,403-00365,,,,,
CO424171,BiancaS1-111815-2,402-00242,403-00365,,,,,
CO424171,BK-112715-5,402-00242,403-00365,,,,,
CO424171,BlMn-050615-1HASHED,402-00242,403-00365,,,,,
CO424171,BluBld-060515-4,402-00242,403-00365,,,,,
CO424171,BluBlood-060915-1 (HASH),402-00242,403-00365,,,,,
CO424171,BluBlood-061115-4,402-00242,403-00365,,,,,
CO424171,BluBlood-061315-3,402-00242,403-00365,,,,,
CO424171,BluBlud-102315-9,402-00242,403-00365,,,,,
CO424171,BludBld(LiveResin)-062515-1,402-00242,403-00365,,,,,
CO424171,BLUEBLD-072215-6,402-00242,403-00365,,,,,
CO424171,blueblood-072315-18,402-00242,403-00365,,,,,
CO424171,BlueBlood-101415-4,402-00242,403-00365,,,,,
CO424171,BlueBloodHash-101415-1,402-00242,403-00365,,,,,
CO424171,BLWD-120815-1,402-00242,403-00365,,,,,
CO424171,BMOG-060515-1HASH,402-00242,403-00365,,,,,
CO424171,BMOG-060915-1 (live resin),402-00242,403-00365,,,,,
CO424171,BMOG-061315-5,402-00242,403-00365,,,,,
CO424171,BMOG-062415-2,402-00242,403-00365,,,,,
CO424171,BMOG-071415-1,402-00242,403-00365,,,,,
CO424171,BMOG-072215-7,402-00242,403-00365,,,,,
CO424171,BMOG-100415-6,402-00242,403-00365,,,,,
CO424171,Buddha-072315-1,402-00242,403-00365,,,,,
CO424171,BudTah-061115-6,402-00242,403-00365,,,,,
CO424171,BudTah-062315-7,402-00242,403-00365,,,,,
CO424171,BudTah-071315-1,402-00242,403-00365,,,,,
CO424171,BudTah-071615-5,402-00242,403-00365,,,,,
CO424171,BUDTAH-072215-1,402-00242,403-00365,,,,,
CO424171,BuTa-120815-1,402-00242,403-00365,,,,,
CO424171,CandyChz-060515-1,402-00242,403-00365,,,,,
CO424171,CanHz-012816-8,402-00242,403-00365,,,,,
CO424171,CBDY-012116-3,402-00242,403-00365,,,,,
CO424171,CBDY-071315-4,402-00242,403-00365,,,,,
CO424171,ChKndy-090415-6,402-00242,403-00365,,,,,
CO424171,ChKndy-092215-1,402-00242,403-00365,,,,,
CO424171,Choc-010416-7,402-00242,403-00365,,,,,
CO424171,Choc-120815-2,402-00242,403-00365,,,,,
CO424171,CHOCO-061115-3,402-00242,403-00365,,,,,
CO424171,CHOCO-061315-2,402-00242,403-00365,,,,,
CO424171,CHOCO-063015-7,402-00242,403-00365,,,,,
CO424171,Choco-070715-1,402-00242,403-00365,,,,,
CO424171,Choco-071115-4,402-00242,403-00365,,,,,
CO424171,Choco-071615-6,402-00242,403-00365,,,,,
CO424171,Choco-072315-2,402-00242,403-00365,,,,,
CO424171,Choco-082015-1,402-00242,403-00365,,,,,
CO424171,CHOCO-090115-13,402-00242,403-00365,,,,,
CO424171,Choco-091215-5,402-00242,403-00365,,,,,
CO424171,CHOCO-091415-3,402-00242,403-00365,,,,,
CO424171,CLope-091215-5,402-00242,403-00365,,,,,
CO424171,DChem-081815-7,402-00242,403-00365,,,,,
CO424171,Dchem-090415-1,402-00242,403-00365,,,,,
CO424171,DChem-091215-3,402-00242,403-00365,,,,,
CO424171,DChem-111515-1,402-00242,403-00365,,,,,
CO424171,Dchem-11815-1Hash,402-00242,403-00365,,,,,
CO424171,DChemhash-090915-001,402-00242,403-00365,,,,,
CO424171,Diesel-010216-1,402-00242,403-00365,,,,,
CO424171,DinaC-061315-3,402-00242,403-00365,,,,,
CO424171,DinaC-092215-2,402-00242,403-00365,,,,,
CO424171,DinaC-120115-1,402-00242,403-00365,,,,,
CO424171,DOG-010616-6,402-00242,403-00365,,,,,
CO424171,dog020216-13,402-00242,403-00365,,,,,
CO424171,DOG-052015-4,402-00242,403-00365,,,,,
CO424171,DOG-061015-8,402-00242,403-00365,,,,,
CO424171,DOG-070715-2,402-00242,403-00365,,,,,
CO424171,DOG-071115-10,402-00242,403-00365,,,,,
CO424171,DOG-071315-4,402-00242,403-00365,,,,,
CO424171,DOG-072215-1,402-00242,403-00365,,,,,
CO424171,DOG-083015-13,402-00242,403-00365,,,,,
CO424171,DOG-090915-9,402-00242,403-00365,,,,,
CO424171,DOG-101415-15,402-00242,403-00365,,,,,
CO424171,DOG-111015-25,402-00242,403-00365,,,,,
CO424171,Dog-111815-1Hash,402-00242,403-00365,,,,,
CO424171,DOG-111915-6,402-00242,403-00365,,,,,
CO424171,DOG-112815-2,402-00242,403-00365,,,,,
CO424171,DOG-120815-4,402-00242,403-00365,,,,,
CO424171,DOG-121815-23,402-00242,403-00365,,,,,
CO424171,DOGHASH-101415-1,402-00242,403-00365,,,,,
CO424171,DrkStr-010216-1,402-00242,403-00365,,,,,
CO424171,drkstr-012716-1,402-00242,403-00365,,,,,
CO424171,Ewe2-062415-2,402-00242,403-00365,,,,,
CO424171,Ewe2-101415-3,402-00242,403-00365,,,,,
CO424171,Ewe2-102415-3,402-00242,403-00365,,,,,
CO424171,EWE2-111515-5,402-00242,403-00365,,,,,
CO424171,EWE2-112815-1,402-00242,403-00365,,,,,
CO424171,Ewe2-120815-3,402-00242,403-00365,,,,,
CO424171,fifels2-012716-1,402-00242,403-00365,,,,,
CO424171,fifths1-012716-1,402-00242,403-00365,,,,,
CO424171,GCrack-111315-9,402-00242,403-00365,,,,,
CO424171,GGOAT-052115-4,402-00242,403-00365,,,,,
CO424171,GigB-010216-1,402-00242,403-00365,,,,,
CO424171,GldGoat-051915-01,402-00242,403-00365,,,,,
CO424171,GldGoat-060515-1HASH,402-00242,403-00365,,,,,
CO424171,GLDGOAT-061315-3,402-00242,403-00365,,,,,
CO424171,Gldlms-012716-1,402-00242,403-00365,,,,,
CO424171,GoldenGoat-051915-1,402-00242,403-00365,,,,,
CO424171,Grape13-120815-2,402-00242,403-00365,,,,,
CO424171,GrnCrk-012116-19,402-00242,403-00365,,,,,
CO424171,GRNCRK-081315-15,402-00242,403-00365,,,,,
CO424171,GrnCrk-111515-12,402-00242,403-00365,,,,,
CO424171,Grp13-013016-1,402-00242,403-00365,,,,,
CO424171,GRP13-073115-1,402-00242,403-00365,,,,,
CO424171,Grp13-112415-3,402-00242,403-00365,,,,,
CO424171,Grp13-120815-2,402-00242,403-00365,,,,,
CO424171,GSC-072215-5,402-00242,403-00365,,,,,
CO424171,GSC-081415-1,402-00242,403-00365,,,,,
CO424171,GSC-090815-1,402-00242,403-00365,,,,,
CO424171,GSC-091215-1,402-00242,403-00365,,,,,
CO424171,GSC-101315-8,402-00242,403-00365,,,,,
CO424171,GumBS1-010216-1,402-00242,403-00365,,,,,
CO424171,GumBS2-010216-1,402-00242,403-00365,,,,,
CO424171,HaBa-051615-2,402-00242,403-00365,,,,,
CO424171,HaBa-071615-9,402-00242,403-00365,,,,,
CO424171,HaBa-112415-3,402-00242,403-00365,,,,,
CO424171,Hawban011816-4,402-00242,403-00365,,,,,
CO424171,HAWBAN-061315-4,402-00242,403-00365,,,,,
CO424171,HawBan-072315-2,402-00242,403-00365,,,,,
CO424171,HawBan-111815-2,402-00242,403-00365,,,,,
CO424171,hdbnd-010816-3,402-00242,403-00365,,,,,
CO424171,JediK-071415-6,402-00242,403-00365,,,,,
CO424171,JediKush-072215-5,402-00242,403-00365,,,,,
CO424171,Jedis3-082215-2,402-00242,403-00365,,,,,
CO424171,JedS1-120815-1,402-00242,403-00365,,,,,
CO424171,JEDs3-070915-2,402-00242,403-00365,,,,,
CO424171,KandyK-051615-1,402-00242,403-00365,,,,,
CO424171,KandyK-070215-6,402-00242,403-00365,,,,,
CO424171,KANDYK-090115-9,402-00242,403-00365,,,,,
CO424171,KandyKush-060515-8,402-00242,403-00365,,,,,
CO424171,KandyKush-111815-2,402-00242,403-00365,,,,,
CO424171,KndyK-013016-5,402-00242,403-00365,,,,,
CO424171,KndyK-082215-2,402-00242,403-00365,,,,,
CO424171,KndyK-111015-12,402-00242,403-00365,,,,,
CO424171,Kosh-010616-4,402-00242,403-00365,,,,,
CO424171,Kosh-120815-1,402-00242,403-00365,,,,,
CO424171,KosherK-012016-9,402-00242,403-00365,,,,,
CO424171,KosherTangie-100515-6,402-00242,403-00365,,,,,
CO424171,KosherTangie-101415-8,402-00242,403-00365,,,,,
CO424171,KoshK011816-9,402-00242,403-00365,,,,,
CO424171,KoshK-090415-4,402-00242,403-00365,,,,,
CO424171,KoshK-112815-3,402-00242,403-00365,,,,,
CO424171,KoshKush-060515-5,402-00242,403-00365,,,,,
CO424171,Koshkush-061115-2,402-00242,403-00365,,,,,
CO424171,KoshTang-072215-7,402-00242,403-00365,,,,,
CO424171,KoshTng-111515-1,402-00242,403-00365,,,,,
CO424171,KTang-010316-11,402-00242,403-00365,,,,,
CO424171,KTang-070215-9,402-00242,403-00365,,,,,
CO424171,KTang-071615-6,402-00242,403-00365,,,,,
CO424171,KTang-092515-6,402-00242,403-00365,,,,,
CO424171,Ktang-111815-1,402-00242,403-00365,,,,,
CO424171,LemKushHB-072215-5,402-00242,403-00365,,,,,
CO424171,LemonKushHB-060515-4,402-00242,403-00365,,,,,
CO424171,LemonKushHB-072815-7,402-00242,403-00365,,,,,
CO424171,lemonskunk-061315-1,402-00242,403-00365,,,,,
CO424171,LKHB-082015-3,402-00242,403-00365,,,,,
CO424171,LKHB-101415-2,402-00242,403-00365,,,,,
CO424171,LKHB-111915-4,402-00242,403-00365,,,,,
CO424171,LKHB-120815-1,402-00242,403-00365,,,,,
CO424171,LmSk-011216-12,402-00242,403-00365,,,,,
CO424171,LMSK-061115-9,402-00242,403-00365,,,,,
CO424171,LmSk-070915-10,402-00242,403-00365,,,,,
CO424171,LMSK-081715-4,402-00242,403-00365,,,,,
CO424171,LmSk-102315-9,402-00242,403-00365,,,,,
CO424171,LmSk-111515-10,402-00242,403-00365,,,,,
CO424171,LOG-092515-5,402-00242,403-00365,,,,,
CO424171,LOG-100415-4,402-00242,403-00365,,,,,
CO424171,LSK-091415-17,402-00242,403-00365,,,,,
CO424171,Maku-111515-3,402-00242,403-00365,,,,,
CO424171,MasterK-072315-2,402-00242,403-00365,,,,,
CO424171,MasterKush-062315-6,402-00242,403-00365,,,,,
CO424171,MaTaS1-011516-1,402-00242,403-00365,,,,,
CO424171,Mystery-051915-001,402-00242,403-00365,,,,,
CO424171,Mystery-051915-01,402-00242,403-00365,,,,,
CO424171,OG#18-072215-4,402-00242,403-00365,,,,,
CO424171,OG18-081415-1,402-00242,403-00365,,,,,
CO424171,pcook-111815-1,402-00242,403-00365,,,,,
CO424171,PhanC-102415-4,402-00242,403-00365,,,,,
CO424171,phant-120115-1,402-00242,403-00365,,,,,
CO424171,Phant-120815-1,402-00242,403-00365,,,,,
CO424171,PhantCookie081815-14,402-00242,403-00365,,,,,
CO424171,PhantCookies-060515-11,402-00242,403-00365,,,,,
CO424171,PhantmnC-061915-9,402-00242,403-00365,,,,,
CO424171,PhantomC-051915-1,402-00242,403-00365,,,,,
CO424171,PHANTOMC-052015-2,402-00242,403-00365,,,,,
CO424171,PhantomC-062415-2,402-00242,403-00365,,,,,
CO424171,PhatC-071415-6,402-00242,403-00365,,,,,
CO424171,PhatC-102315-2,402-00242,403-00365,,,,,
CO424171,Phntm-090315-15,402-00242,403-00365,,,,,
CO424171,PinEx-092215-1,402-00242,403-00365,,,,,
CO424171,PlushBurry-091215-11,402-00242,403-00365,,,,,
CO424171,PPberryS2-100515-1,402-00242,403-00365,,,,,
CO424171,PPBerryS3(LiveResin)0625151,402-00242,403-00365,,,,,
CO424171,prpsk-012716-1,402-00242,403-00365,,,,,
CO424171,PRPSK-081415-2-LiveResin,402-00242,403-00365,,,,,
CO424171,PRPSK-091415-2,402-00242,403-00365,,,,,
CO424171,PrpSk-120815-10,402-00242,403-00365,,,,,
CO424171,PrpWk x BlWdo-080615-2,402-00242,403-00365,,,,,
CO424171,PrpWk-01115-2,402-00242,403-00365,,,,,
CO424171,PrpWk-080615-8,402-00242,403-00365,,,,,
CO424171,PrpWrk-120815-1,402-00242,403-00365,,,,,
CO424171,PurPBerryS1(LiveResin)-062515-1,402-00242,403-00365,,,,,
CO424171,PurpOG18-011516-1,402-00242,403-00365,,,,,
CO424171,PurpPine-060915-1,402-00242,403-00365,,,,,
CO424171,PurpPine-061315-8,402-00242,403-00365,,,,,
CO424171,PurpPineBerryS2-062515-3,402-00242,403-00365,,,,,
CO424171,PurpSkunk-052115-1,402-00242,403-00365,,,,,
CO424171,purpskunk-061315-2,402-00242,403-00365,,,,,
CO424171,PushBs2-071115-2,402-00242,403-00365,,,,,
CO424171,Pxp-010216-1,402-00242,403-00365,,,,,
CO424171,PXP-091215-7,402-00242,403-00365,,,,,
CO424171,Qrkl-010816-14,402-00242,403-00365,,,,,
CO424171,Qrkl-082515-7,402-00242,403-00365,,,,,
CO424171,Qrkl-090415-3,402-00242,403-00365,,,,,
CO424171,Qrkl-092215-1,402-00242,403-00365,,,,,
CO424171,Qrkl-101615-12,402-00242,403-00365,,,,,
CO424171,Querk-091215-3,402-00242,403-00365,,,,,
CO424171,Querkle-062515-1,402-00242,403-00365,,,,,
CO424171,Querkle-070130-10,402-00242,403-00365,,,,,
CO424171,SD-083015-5,402-00242,403-00365,,,,,
CO424171,shrksk-012716-1,402-00242,403-00365,,,,,
CO424171,Snow-091315-9,402-00242,403-00365,,,,,
CO424171,SnoWt-070715-6,402-00242,403-00365,,,,,
CO424171,SnoWt-071115-3,402-00242,403-00365,,,,,
CO424171,SnowWhite-061315-8,402-00242,403-00365,,,,,
CO424171,SourD-012816-6,402-00242,403-00365,,,,,
CO424171,SourD-111815-1Hash,402-00242,403-00365,,,,,
CO424171,SourD-111815-2,402-00242,403-00365,,,,,
CO424171,SRD-112415-2,402-00242,403-00365,,,,,
CO424171,SRD-120815-4,402-00242,403-00365,,,,,
CO424171,StraBanS2-091315-8,402-00242,403-00365,,,,,
CO424171,StraBanS3-091315-5,402-00242,403-00365,,,,,
CO424171,StrawBanS2-061615-1,402-00242,403-00365,,,,,
CO424171,StrawBanS3-062815-3,402-00242,403-00365,,,,,
CO424171,StrawBanS6-061615-1,402-00242,403-00365,,,,,
CO424171,StrawCoughS2-061615-2,402-00242,403-00365,,,,,
CO424171,tangilope-072815-10,402-00242,403-00365,,,,,
CO424171,Tangilope-100515-10,402-00242,403-00365,,,,,
CO424171,Snow-091315-9,402-00242,403-00365,,,,,
CO424171,SnoWt-070715-6,402-00242,403-00365,,,,,
CO424171,SnoWt-071115-3,402-00242,403-00365,,,,,
CO424171,SnowWhite-061315-8,402-00242,403-00365,,,,,
CO424171,SourD-012816-6,402-00242,403-00365,,,,,
CO424171,SourD-111815-1Hash,402-00242,403-00365,,,,,
CO424171,SourD-111815-2,402-00242,403-00365,,,,,
CO424171,SRD-112415-2,402-00242,403-00365,,,,,
CO424171,SRD-120815-4,402-00242,403-00365,,,,,
CO424171,StraBanS2-091315-8,402-00242,403-00365,,,,,
CO424171,StraBanS3-091315-5,402-00242,403-00365,,,,,
CO424171,StrawBanS2-061615-1,402-00242,403-00365,,,,,
CO424171,StrawBanS3-062815-3,402-00242,403-00365,,,,,
CO424171,StrawBanS6-061615-1,402-00242,403-00365,,,,,
CO424171,StrawCoughS2-061615-2,402-00242,403-00365,,,,,
CO424171,tangilope-072815-10,402-00242,403-00365,,,,,
CO424171,Tangilope-100515-10,402-00242,403-00365,,,,,
CO424172,012016 tanq1,,403-01366,,404-00352,,,
CO424172,012016 tranq1,,403-01366,,404-00352,,,
CO424172,012016 Tranq2,,403-01366,,404-00352,,,
CO424172,1/25/16 Purple Dream (PD012516),,403-01366,,404-00352,,,
CO424172,1/25/16 Ruskin Chronic (RC012516),,403-01366,,404-00352,,,
CO424172,1/25/16 Shoreline #4 (S4012516),,403-01366,,404-00352,,,
CO424172,1/25/16 Special Sour Diesel (SS012516),,403-01366,,404-00352,,,
CO424172,1/25/16 Sugar Black Rose (SB012516),,403-01366,,404-00352,,,
CO424172,1/26/16 Sugar Black Rose (SB012616),,403-01366,,404-00352,,,
CO424172,1/26/2016 Shoreline #1 (S1012616),,403-01366,,404-00352,,,
CO424172,1/28/16 Chem Dawg (CD012516),,403-01366,,404-00352,,,
CO424172,1-26-15 Shoreline #3 (SH012615),,403-01366,,404-00352,,,
CO424172,1-27-16 Blue Dream Sandee (BD012716),,403-01366,,404-00352,,,
CO424172,1-27-16 Jonesberry (JB012716),,403-01366,,404-00352,,,
CO424172,1-27-16 Purple Dream (PD012716),,403-01366,,404-00352,,,
CO424172,1-27-16 Special Sour Diesel (SS012716),,403-01366,,404-00352,,,
CO424172,1-27-16 Sugar Black Rose (SB012716),,403-01366,,404-00352,,,
CO424172,1-28-16 Jonesberry (JB012816),,403-01366,,404-00352,,,
CO424172,1-28-16 Maui (MA012816),,403-01366,,404-00352,,,
CO424172,1-29-16 Buddha's Sister (BS012916),,403-01366,,404-00352,,,
CO424172,1-29-16 Chem Dawg (CD012916),,403-01366,,404-00352,,,
CO424172,1-29-16 Maui (MA012916),,403-01366,,404-00352,,,
CO424172,2015-06-10-6-8-15 Flower Zone 6-H,,403-01366,,404-00352,,,
CO424172,2015-06-18-Drying Room-H,,403-01366,,404-00352,,,
CO424172,2016-02-08-Harvest-H,,403-01366,,404-00352,,,
CO424172,2016-02-09-Drying Room-H,,403-01366,,404-00352,,,
CO424172,2-10-16 Sugar Black Rose (SB021016),,403-01366,,404-00352,,,
CO424172,2-8-16 Orange Juice (Oj020816),,403-01366,,404-00352,,,
CO424172,2-9-16 Sugar Black Rose (SB020916),,403-01366,,404-00352,,,
CO424172,5-4-15 Ruskin Chronic,,403-01366,,404-00352,,,
CO424172,6-23-15 Pineapple Skunk,,403-01366,,404-00352,,,
CO424172,6-9-15 Chiesel,,403-01366,,404-00352,,,
CO424172,7-16-15 Pine Express,,403-01366,,404-00352,,,
CO424172,7-8-15 Early,,403-01366,,404-00352,,,
CO424172,8-10-15 Bubblr Bomb,,403-01366,,404-00352,,,
CO424172,8-10-15 Chem Dawg,,403-01366,,404-00352,,,
CO424172,8-10-15 Exodus Cheese,,403-01366,,404-00352,,,
CO424172,8-10-15 Obsession,,403-01366,,404-00352,,,
CO424172,8-10-15 OG-18,,403-01366,,404-00352,,,
CO424172,8-10-15 OJ,,403-01366,,404-00352,,,
CO424172,8-11-15 Blue Dream,,403-01366,,404-00352,,,
CO424172,8-11-15 JB -– WF,,403-01366,,404-00352,,,
CO424172,8-11-15 Shoreline,,403-01366,,404-00352,,,
CO424172,8-21-15 Sour Diesel,,403-01366,,404-00352,,,
CO424172,8-5-15 Shoreline,,403-01366,,404-00352,,,
CO424172,1-29-16 Buddha's Sister (BS012916),402-00875,"403-01367, 403-01571",,,,,
CO424172,1-29-16 Chem Dawg (CD012916),402-00875,"403-01367, 403-01571",,,,,
CO424172,1/4/16 Grape Ape,402-00875,"403-01367, 403-01571",,,,,
CO424172,1/4/16 NYCD Blast,402-00875,"403-01367, 403-01571",,,,,
CO424172,10-28-15 OJ Blast,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-12-16 Grape Ape(R),402-00875,"403-01367, 403-01571",,,,,
CO424172,1-13-16 OJ,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-19-16 Shoreline #3,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-22-15 AK-47,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-22-15 Lost Coast OG,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-22-15 NYCD,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-23 & 24-15 AK-47,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-23-15 Girl Scout Cookies,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-23-15 Sugar Blk Rose,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-23-15 White Dragon,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-28-15 AK-47,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-29-16 Buddha's Sister (BS012916),402-00875,"403-01367, 403-01571",,,,,
CO424172,1-29-16 Chem Dawg (CD012916),402-00875,"403-01367, 403-01571",,,,,
CO424172,1/4/16 Grape Ape,402-00875,"403-01367, 403-01571",,,,,
CO424172,1/4/16 NYCD Blast,402-00875,"403-01367, 403-01571",,,,,
CO424172,10-28-15 OJ Blast,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-12-16 Grape Ape(R),402-00875,"403-01367, 403-01571",,,,,
CO424172,1-13-16 OJ,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-19-16 Shoreline #3,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-22-15 AK-47,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-22-15 Lost Coast OG,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-22-15 NYCD,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-23 & 24-15 AK-47,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-23-15 Girl Scout Cookies,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-23-15 Sugar Blk Rose,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-23-15 White Dragon,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-28-15 AK-47,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-28-15 Cogniac Kush,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-28-15 Golden Goat,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-28-15 NYCD,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-29-15 Lost Coast OG,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-29-15 NYCD,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-30-15 AK-47,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-30-15 Chem Dawg,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-30-15 Golden Goat,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-30-15 Grape Ape,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-30-15 Sugar Black Rose,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-31-15 Jonesberry,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-31-15 OJ,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-31-15 Rocky Mountain Tangerine,402-00875,"403-01367, 403-01571",,,,,
CO424172,12-31-15 Skywalker OG,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-4 Chem Dawg,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-4-16 Shoreline #1,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-5-15 Chem Dog,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-5-15 Grape Ape,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-5-16 Jonesberry,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-5-16 Wimauma Funk,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-6-15 Blue Dream #1,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-6-15 Chem Dog,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-6-16 Golden Goat,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-6-16 Shoreline 4,402-00875,"403-01367, 403-01571",,,,,
CO424172,1-6-16 Sour D,402-00875,"403-01367, 403-01571",,,,,
CO424172,2015-12-24-Harvest-H,402-00875,"403-01367, 403-01571",,,,,
CO424172,2-1-16 Purple Dream (PD020116),402-00875,"403-01367, 403-01571",,,,,
CO424172,2-1-16 Special Sour Diesel (SS020116),402-00875,"403-01367, 403-01571",,,,,
CO424172,2-2-16 Special Sour Diesel (SS020216),402-00875,"403-01367, 403-01571",,,,,
CO424172,2-3-16 Maui (MA020316),402-00875,"403-01367, 403-01571",,,,,
CO424172,1-11-15 Heavenly Mountain,402-01078,403-01676,,,,,
CO424172,1-11-16 Critical Sensi Star,402-01078,403-01676,,,,,
CO424172,1-11-16 Jonesberry,402-01078,403-01676,,,,,
CO424172,1-11-16 Sugar Black Rose,402-01078,403-01676,,,,,
CO424172,1-12-15 Maui,402-01078,403-01676,,,,,
CO424172,1-12-16 Chiesel,402-01078,403-01676,,,,,
CO424172,1-12-16 Special Sour Diesel,402-01078,403-01676,,,,,
CO424172,1-13-16 Buddha's Sister,402-01078,403-01676,,,,,
CO424172,1-13-16 Chiesel,402-01078,403-01676,,,,,
CO424172,1-13-16 Sensi Star,402-01078,403-01676,,,,,
CO424172,1-14-16 Tranquility #1,402-01078,403-01676,,,,,
CO424172,1-14-16 Tranquility #2,402-01078,403-01676,,,,,
CO424172,1-18-16 Critical Sensi Star (C011816),402-01078,403-01676,,,,,
CO424172,1-18-16 Jonesberry (J011816),402-01078,403-01676,,,,,
CO424172,1-18-16 Maui (M011816),402-01078,403-01676,,,,,
CO424172,1-18-16 Sugar Black Rose,402-01078,403-01676,,,,,
CO424172,1-19-16 Jonesberry,402-01078,403-01676,,,,,
CO424172,1-19-16 Maui,402-01078,403-01676,,,,,
CO424172,1-19-16 Sensi Star,402-01078,403-01676,,,,,
CO424172,1-19-16 Shoreline #1,402-01078,403-01676,,,,,
CO424172,1-19-16 Special Sour Diesel,402-01078,403-01676,,,,,
CO424172,1-20-16 Maui,402-01078,403-01676,,,,,
CO424172,1-4-16 Maui,402-01078,403-01676,,,,,
CO424172,1-5-16 Maui,402-01078,403-01676,,,,,
CO424172,1-6-16 Chiesel,402-01078,403-01676,,,,,
CO424172,1-6-16 Heaven Mtn,402-01078,403-01676,,,,,
CO424172,2/1/16 Purple Drem (PD020116),402-01078,403-01676,,,,,
CO424172,2016-01-19-Dry Room-H,402-01078,403-01676,,,,,
CO424172,2-1-16 Sugar Black Rose (SB020116),402-01078,403-01676,,,,,
CO424172,2-2-16 Chem Dawg (CD020216),402-01078,403-01676,,,,,
CO424172,2-3-16 Chem Dawg (CD020316),402-01078,403-01676,,,,,
CO424172,2-3-16 Jonesberry (JB020316),402-01078,403-01676,,,,,
CO424172,2-3-16 Maui (MA020316),402-01078,403-01676,,,,,
CO424172,2-3-16 Rocky Mountain Tangerine,402-01078,403-01676,,,,,
CO424172,(RM020316),402-01078,403-01676,,,,,
CO424172,Bud- Tranquility #1 (T1012116),402-01078,403-01676,,,,,
CO424172,Bud- Tranquility #2 (T2012116),402-01078,403-01676,,,,,
CO424172,Chiesel (TQAD),402-01078,403-01676,,,,,
CO424233,2016-01-11-Harvest/Dry Room-H,,,,,403R-00160,,
